Country,Year,scaled
Israel,2024,2.0318980538597495
Iran,2015,2.0161536307961505
Iran,2016,2.4611232922921236
Iran,2017,2.08955223880597
Iran,2018,2.1641791044776117
Iran,2019,2.3696682464454977
Iran,2020,2.2879555482922047
Iran,2021,2.2993952680508993
Iran,2022,2.3106913192598997
Iran,2023,2.324701726594352
Iran,2024,2.335824020801044
Iran,2025,2.3456150120038997
Iran,2026,2.357019177354931
Iran,2027,2.369373722449888
Iran,2028,2.381679418844967
Iran,2029,2.3941155495774726
Iran,2030,2.405833333374147
Japan,2015,4.711403097137494
Japan,2016,3.689365671641791
Japan,2017,4.272256241168158
Japan,2018,3.608490566037736
Japan,2019,4.900756143667297
Japan,2020,4.877704609595485
Japan,2021,4.076230187983782
Japan,2022,4.088459297143714
Japan,2023,4.10072373802359
Japan,2024,4.113022965378478
Japan,2025,4.125361468070006
Japan,2026,4.137739848350373
Japan,2027,4.150153075096564
Japan,2028,4.162604183715197
Japan,2029,4.17509395495075
Japan,2030,4.187616058362399
Kazakhstan,2015,1.1881070780399274
Kazakhstan,2016,1.2111354562353511
Kazakhstan,2017,1.2426850822699798
Kazakhstan,2018,1.2283269540036532
Kazakhstan,2019,1.0058498023715414
Kazakhstan,2020,1.1823753835945923
Kazakhstan,2021,1.1737783133985953
Kazakhstan,2022,1.1857487765029926
Kazakhstan,2023,1.2004215342003155
Kazakhstan,2024,1.2176697000221848
Kazakhstan,2025,1.2340740215156196
Kazakhstan,2026,1.2523015712090848
Kazakhstan,2027,1.2701904836938345
Kazakhstan,2028,1.2881286597559085
Kazakhstan,2029,1.3064273308904286
Kazakhstan,2030,1.3246062633716813
Korea,2015,2.623362445414847
Korea,2016,3.707375478927203
Korea,2017,4.031563072282667
Korea,2018,3.1845000000000003
Korea,2019,3.194502648034186
Korea,2020,3.2032990371908627
Korea,2021,3.2108413896925647
Korea,2022,3.2183153286733037
Korea,2023,3.2257673904609634
Korea,2024,3.2331307026482548
Korea,2025,3.2404923263233893
Korea,2026,3.247793555560703
Korea,2027,3.25502302339269
Korea,2028,3.2622090212060515
Korea,2029,3.2693659545141283
Korea,2030,3.2764740930861427
Malaysia,2015,1.0
Malaysia,2016,1.0
Malaysia,2017,1.0
Malaysia,2018,1.0
Malaysia,2019,1.0
Malaysia,2020,1.0
Malaysia,2021,1.0
Malaysia,2022,1.0
Malaysia,2023,1.0
Malaysia,2024,1.0
Malaysia,2025,1.0
Malaysia,2026,1.0
Malaysia,2027,1.0
Malaysia,2028,1.0
Malaysia,2029,1.0
Malaysia,2030,1.0
Mexico,2015,4.52564840746402
Mexico,2016,5.338765967244707
Mexico,2017,5.296730650871865
Mexico,2018,5.437284414163471
Mexico,2019,5.546340701392782
Mexico,2020,5.325400969760527
Mexico,2021,5.350907003162752
Mexico,2022,5.375137812715332
Mexico,2023,5.41674762725227
Mexico,2024,5.43617092914642
Mexico,2025,5.4491233068875635
Mexico,2026,5.4751637043803925
Mexico,2027,5.505928857878506
Mexico,2028,5.533574313617701
Mexico,2029,5.56134125448082
Mexico,2030,5.584465779208517
New Zealand,2015,8.314916666666667
New Zealand,2016,9.186
New Zealand,2017,9.882926829268293
New Zealand,2018,8.96135265700483
New Zealand,2019,8.846666666666668
New Zealand,2020,10.929151174390134
New Zealand,2021,10.961938057460445
New Zealand,2022,10.994817836058004
New Zealand,2023,11.040803502967107
New Zealand,2024,11.068999180315394
New Zealand,2025,11.091352767557863
New Zealand,2026,11.12452800419599
New Zealand,2027,11.162299442661713
New Zealand,2028,11.197926746433986
New Zealand,2029,11.233742427753317
New Zealand,2030,11.265546896766473
Nigeria,2015,1.0
Nigeria,2016,1.0
Nigeria,2017,2.1142857142857143
Nigeria,2018,2.1142857142857143
Nigeria,2019,1.4651162790697674
Nigeria,2020,1.5263157894736843
Nigeria,2021,1.726873067818409
Nigeria,2022,1.7475693308980114
Nigeria,2023,1.7671447823128346
Nigeria,2024,1.793374143996776
Nigeria,2025,1.8169160215528188
Nigeria,2026,1.8428800325814938
Nigeria,2027,1.8681922221415332
Nigeria,2028,1.8938970385470117
Nigeria,2029,1.920260467241675
Nigeria,2030,1.9465755679947316
Norway,2015,5.742580504939319
Norway,2016,5.649370298201335
Norway,2017,5.556763829036332
Norway,2018,5.464751230079197
Norway,2019,5.373337162775514
Norway,2020,5.022901343855398
Norway,2021,5.286998446081657
Norway,2022,5.324424256290352
Norway,2023,5.368846467397492
Norway,2024,5.403787110345625
Norway,2025,5.436157803450549
Norway,2026,5.4740131308014215
Norway,2027,5.513901556088109
Norway,2028,5.552571448422548
Norway,2029,5.591287694790148
Norway,2030,5.628037023182908
Pakistan,2015,2.7256103245220435
Pakistan,2016,2.7789462272333045
Pakistan,2017,2.9730271957200176
Pakistan,2018,2.8505172217801524
Pakistan,2019,2.7869565217391306
Pakistan,2020,2.8686662122244946
Pakistan,2021,2.938619460655138
Pakistan,2022,2.962758115304095
Pakistan,2023,3.0088747962760753
Pakistan,2024,3.054892095561308
Pakistan,2025,3.100199173991898
Pakistan,2026,3.1504832734811985
Pakistan,2027,3.199133149851622
Pakistan,2028,3.247753484605532
Pakistan,2029,3.2971450970780647
Pakistan,2030,3.3461721342866215
Paraguay,2015,2.2
Paraguay,2016,2.0
Paraguay,2017,1.68
Paraguay,2018,2.8
Paraguay,2019,2.709796173044925
Paraguay,2020,2.6595744680851063
Paraguay,2021,2.666223447869935
Paraguay,2022,2.6726889748204026
Paraguay,2023,2.682200065940893
Paraguay,2024,2.68848439390449
Paraguay,2025,2.692754019406151
Paraguay,2026,2.699109824960338
Paraguay,2027,2.706579362135686
Paraguay,2028,2.713904840032814
Paraguay,2029,2.7213325709017084
Paraguay,2030,2.727885533658113
Peru,2015,1.5678832116788322
Peru,2016,1.3450704225352113
Peru,2017,1.5054702194357368
Peru,2018,1.5415293185419967
Peru,2019,1.5930034129692832
Peru,2020,1.435483870967742
Peru,2021,1.5679532492569686
Peru,2022,1.5883075716792328
Peru,2023,1.61166644133918
Peru,2024,1.6365642551296304
Peru,2025,1.6610913922979005
Peru,2026,1.6882157605203283
Peru,2027,1.7149412616098783
Peru,2028,1.741654430921094
Peru,2029,1.7687962589424495
Peru,2030,1.7956877623752054
Philippines,2015,1.0
Philippines,2016,1.0
Philippines,2017,1.0
Philippines,2018,1.0
Philippines,2019,1.0
Philippines,2020,1.0
Philippines,2021,1.0
Philippines,2022,1.0
Philippines,2023,1.0
Philippines,2024,1.0
Philippines,2025,1.0
Philippines,2026,1.0
Philippines,2027,1.0
Philippines,2028,1.0
Philippines,2029,1.0
Philippines,2030,1.0
Russia,2015,2.304102366633851
Russia,2016,2.647013696711952
Russia,2017,3.07992200865146
Russia,2018,2.645831034826776
Russia,2019,2.6503495522690903
Russia,2020,2.821144475351502
Russia,2021,2.7857470109937092
Russia,2022,2.8103965850292973
Russia,2023,2.8389395235221992
Russia,2024,2.862407303827952
Russia,2025,2.8845269119643446
Russia,2026,2.909626235338761
Russia,2027,2.935709728588375
Russia,2028,2.9610988032596874
Russia,2029,2.986537431269402
Russia,2030,3.0109035097755346
Saudi Arabia,2015,5.0
Saudi Arabia,2016,5.0
Saudi Arabia,2017,5.0
Saudi Arabia,2018,6.533704735376045
Saudi Arabia,2019,1.8181818181818181
Saudi Arabia,2020,5.05050505050505
Saudi Arabia,2021,4.0422304577466965
Saudi Arabia,2022,4.09038771305488
Saudi Arabia,2023,4.147543284843503
Saudi Arabia,2024,4.211502800757118
Saudi Arabia,2025,4.273210713336411
Saudi Arabia,2026,4.341171553995998
Saudi Arabia,2027,4.40821744126154
Saudi Arabia,2028,4.475028673265929
Saudi Arabia,2029,4.542919656118729
Saudi Arabia,2030,4.610255608535918
South Africa,2015,3.00528881053614
South Africa,2016,3.7571429976493267
South Africa,2017,3.0396039603960396
South Africa,2018,3.7111353928677855
South Africa,2019,2.8425925925925926
South Africa,2020,4.213220870929776
South Africa,2021,3.6788374111430686
South Africa,2022,3.720032464887179
South Africa,2023,3.7772771802158918
South Africa,2024,3.8300836285848385
South Africa,2025,3.8820249586449194
South Africa,2026,3.9366855568277015
South Africa,2027,3.992033360019645
South Africa,2028,4.048163227269633
South Africa,2029,4.105434924816021
South Africa,2030,4.163699300529728
Switzerland,2015,6.355938113143364
Switzerland,2016,4.571086783843668
Switzerland,2017,6.405117806975032
Switzerland,2018,5.962096292229279
Switzerland,2019,5.676574053327358
Switzerland,2020,5.44786538813901
Switzerland,2021,6.036761559658376
Switzerland,2022,6.057134652272144
Switzerland,2023,6.085697721078973
Switzerland,2024,6.103617773068197
Switzerland,2025,6.119157302813619
Switzerland,2026,6.141040348790332
Switzerland,2027,6.1650680125162
Switzerland,2028,6.187723619198429
Switzerland,2029,6.210642090205868
Switzerland,2030,6.231592094722035
Thailand,2015,1.0
Thailand,2016,1.0
Thailand,2017,1.3
Thailand,2018,1.3
Thailand,2019,1.0
Thailand,2020,1.0
Thailand,2021,1.1260504201680672
Thailand,2022,1.1428571428571428
Thailand,2023,1.1493506493506493
Thailand,2024,1.1721854304635762
Thailand,2025,1.1932773109243697
Thailand,2026,1.2100840336134453
Thailand,2027,1.2268907563025209
Thailand,2028,1.2461538461538462
Thailand,2029,1.2671232876712328
Thailand,2030,1.2857142857142856
Turkey,2015,2.8727596288292867
Turkey,2016,2.6850886339937436
Turkey,2017,2.7734778121775028
Turkey,2018,2.575991756826378
Turkey,2019,2.458274032863242
Turkey,2020,2.645844088797109
Turkey,2021,2.6630898463600094
Turkey,2022,2.6972668391925962
Turkey,2023,2.7284563625753693
Turkey,2024,2.764490846810514
Turkey,2025,2.8006700414886274
Turkey,2026,2.841538116951566
Turkey,2027,2.882551870406469
Turkey,2028,2.923846384825982
Turkey,2029,2.9661869918473482
Turkey,2030,3.008431603360607
Ukraine,2015,3.8789619883040936
Ukraine,2016,4.205446342249436
Ukraine,2017,4.116286388670338
Ukraine,2018,3.725955874558973
Ukraine,2019,4.1582848922553
Ukraine,2020,3.8196399494772724
Ukraine,2021,4.309410034654034
Ukraine,2022,4.379113377615661
Ukraine,2023,4.458508898126302
Ukraine,2024,4.533353740559054
Ukraine,2025,4.607142003240872
Ukraine,2026,4.686654056406195
Ukraine,2027,4.768656825380635
Ukraine,2028,4.850497736392906
Ukraine,2029,4.934260500677619
Ukraine,2030,5.017937984687265
United Kingdom,2015,8.97
United Kingdom,2016,7.89
United Kingdom,2017,8.280340401785715
United Kingdom,2018,7.76
United Kingdom,2019,8.96
United Kingdom,2020,7.161123674911661
United Kingdom,2021,8.228637430767193
United Kingdom,2022,8.261183910803824
United Kingdom,2023,8.301132593642002
United Kingdom,2024,8.327182589277916
United Kingdom,2025,8.350522694228541
United Kingdom,2026,8.38125573669138
United Kingdom,2027,8.415528400898797
United Kingdom,2028,8.448659669276477
United Kingdom,2029,8.481564804067283
United Kingdom,2030,8.512002261812457
United States,2015,2.9317880003218733
United States,2016,3.5453153021931274
United States,2017,3.112192459325933
United States,2018,3.2012619404850935
United States,2019,3.4740859804122204
United States,2020,3.3461064392153874
United States,2021,3.305924555499551
United States,2022,3.3337740969461582
United States,2023,3.3605484383180686
United States,2024,3.3871924804061537
United States,2025,3.4133021839838773
United States,2026,3.4400801405505987
United States,2027,3.4745174154601286
United States,2028,3.520590396116611
United States,2029,3.565926500968618
United States,2030,3.609275152394698
Viet Nam,2015,1.0
Viet Nam,2016,1.0
Viet Nam,2017,1.0
Viet Nam,2018,1.0
Viet Nam,2019,1.0
Viet Nam,2020,1.0
Viet Nam,2021,1.0
Viet Nam,2022,1.0
Viet Nam,2023,1.0
Viet Nam,2024,1.0
Viet Nam,2025,1.0
Viet Nam,2026,1.0
Viet Nam,2027,1.0
Viet Nam,2028,1.0
Viet Nam,2029,1.0
Viet Nam,2030,1.0
